t,ret_spx,ret_cmc,p_bear_spx,p_bull_spx,p_bear_cmc,p_bull_cmc,mu_est_spx_bear,var_est_spx_bear,mu_est_spx_bull,var_est_spx_bull,mu_est_cmc_bear,var_est_cmc_bear,mu_est_cmc_bull,var_est_cmc_bull,cov_est_bear,cov_est_bull,mu_mix_spx,mu_mix_cmc,var_mix_spx,var_mix_cmc,cov_mix,norm_mu_mix_spx,norm_mu_mix_cmc,norm_var_mix_spx,norm_var_mix_cmc,norm_cov_mix
61,-0.0128032177563355,-0.003271026,0.108200000000001,0.891799999999934,0.1364,0.8636,0.0047627972790559,0.0004346882823882,0.0010783904597506,0.0002574555960854,0.0204300705813286,0.0148843834891663,0.0033562899905659,0.0140066800040696,0.00068867069027,0.0006086726615647,0.0014770432775993,0.0056851536631459,0.0002766321727433,0.0141263987594367,0.0006184564204753,-0.6927690417767312,-0.6597759463551086,-0.3529156111137542,-1.0059709423206686,-0.3391466157834613
62,-0.0291963615214588,-0.017454325,0.915799999999932,0.0842000000000004,0.1214,0.8786,0.0033219512222041,0.0004630988667255,0.0010153174355516,0.0002588247669096,0.0201680934558773,0.0147913116248069,0.0029448949367299,0.0137381808117019,0.0006908418991312,0.0006092187405981,0.0031277326573677,0.0050357912369543,0.0004458989875209,0.0138660308924128,0.0006515485106133,-0.2741670033058385,-0.6653623643989137,0.9486136116335862,-1.0239097746734525,-0.2410715680078317
63,0.0597378957575945,0.086716134,0.818999999999942,0.181000000000003,0.1402,0.8598,0.0053843461521917,0.0005582678691975,0.0012771321361987,0.000272976683638,0.0206953392025678,0.0147089324419024,0.0045347367471271,0.0136081079151451,0.0007798448388121,0.0006591405837391,0.0046409404152966,0.0068004532113798,0.0005066301646111,0.0137624435137964,0.000717030344472,0.1094442531846933,-0.6218303778213513,1.387686694511374,-1.0209725338884867,-0.0491918184631244
64,0.0177527074331323,0.068548782,0.731599999999952,0.268400000000003,0.1312,0.8688,0.0057754718540779,0.0005452983233144,0.0013853431825635,0.0002729549112092,0.0210475225029001,0.0146174093940944,0.0057392372672514,0.0134277092829458,0.0007789222362747,0.0006629287385985,0.0045971613186431,0.0077476842901685,0.0004722013515053,0.0135837979375284,0.0007129683334959,0.0974652003570579,-0.5957154028272995,1.1022348029897957,-1.028218382474907,-0.0606932809862681
65,0.0006160918569264,0.064132243,0.47559999999998,0.524399999999975,0.1224,0.8776,0.005671543909568,0.000534839512076,0.0013755968369976,0.0002695039992697,0.0213413245123736,0.0145303028604574,0.0068283987621326,0.0132396653057994,0.0007641905791803,0.0006508601738432,0.0034187492647119,0.008604780873962,0.0003956975691603,0.0133976393424895,0.0006847459650389,-0.2051298750020998,-0.5718660048299683,0.5077047569501626,-1.036455595488712,-0.1434402970364378
66,-0.0127473915778662,-0.078167542,0.232400000000005,0.767599999999948,0.1224,0.8776,0.0054920127848236,0.0005329009210098,0.0011184436736499,0.0002681624796849,0.020667352619086,0.0144985013025681,0.0052720616242295,0.0131270976140315,0.0007711645872382,0.0006622809690884,0.0021348611350866,0.0071564452419999,0.0003296876934487,0.0132949574255083,0.0006815969229481,-0.5338761620260558,-0.5962170261630388,-0.0039556668548136,-1.0337397565148916,-0.1516989876012636
67,-0.021550512229755,-0.068671702,0.173000000000003,0.826999999999942,0.1626,0.8374,0.0052972111181213,0.0005342921339717,0.0006822993750245,0.0002726998234617,0.0198706973805773,0.0144397528674105,0.0040023036870991,0.0129939582654695,0.0007819038028633,0.0006820287854529,0.0014806791065802,0.0065825045016586,0.0003179552931799,0.0132290444677451,0.0006987878133743,-0.6971680523396258,-0.6021986305345672,-0.0948978686532005,-1.026534445391431,-0.099081665293991
68,-0.0278884428578809,-0.0120605,0.201200000000004,0.798799999999945,0.1476,0.8524,0.0050214999054307,0.0005389267978798,0.0001610373978178,0.0002823456497628,0.0196143028243063,0.0143319287590111,0.0037263567754363,0.0127750881492493,0.0007820200993751,0.0006792024543069,0.0011389624543495,0.0060714176122495,0.0003339697767639,0.0130048778232501,0.0006971338516067,-0.7775916705300654,-0.6069186920913886,0.0309312570129988,-1.0404920197078111,-0.1033451525194831
69,-0.0332858992033831,-0.039254316,0.344799999999995,0.65519999999996,0.1242,0.8758,0.0044837427515865,0.0005516722684032,-0.0003321088477626,0.0002944337445588,0.0192192199624558,0.0142588452886377,0.0029808697410533,0.0125849938138447,0.0007938517534294,0.0006926143450385,0.0013283967836929,0.0049976728385514,0.0003831295875803,0.0127928861670139,0.0007163545173061,-0.7196917999030853,-0.6235487124842048,0.4172454504679802,-1.0526322657784244,-0.0441512587138831
70,-0.0020811760515471,-0.061926361,0.57179999999997,0.428199999999985,0.1168,0.8832,0.0043343892685624,0.0005400797785292,-0.0003488018277043,0.0002916526071603,0.0187102899374107,0.0142104548698818,0.0018650773399692,0.0124398285780442,0.0007881029808714,0.0006855542410982,0.0023290468411408,0.0038325981713503,0.000433703263749,0.0126466377289308,0.000720861772202,-0.4513431256981966,-0.6420379716397642,0.8110389543631543,-1.0560125961818418,-0.0300288497927166
71,-0.0244144069121361,-0.219034744,0.777399999999947,0.222600000000004,0.1216,0.8784,0.0034718543743516,0.0005479289246188,-0.0004676119023081,0.0002930578607692,0.0171679899615889,0.0144825642545175,-0.0018481925434309,0.0130371905002356,0.0008985357797086,0.0007399935092091,0.0025949291811669,0.0004641752491795,0.0004911946258058,0.0132129479487562,0.0008112582597986,-0.3776236762941403,-0.7071451183138737,1.2477314410417946,-0.9662939124978606,0.2490997553902829
72,-0.0309238319128653,-0.033462154,0.74679999999995,0.253200000000005,0.5146,0.4854,0.0025082900214634,0.0005647931873572,-0.0006376863345492,0.0002965722582979,0.0158151678255379,0.0141622579689486,-0.0021391516659891,0.0129263164190741,0.0009097625973229,0.0007423527157324,0.0017117288081208,0.0071001411443506,0.0004968796481193,0.0135623319406395,0.0008479381280515,-0.6080184670675203,-0.5583691944616685,1.269270100267829,-0.9075085288045914,0.361050634474481
73,0.063766726360976,-0.038477153,0.56939999999997,0.430599999999985,0.3082,0.6918,0.0037893728149626,0.000629817760301,-3.180989085377061e-05,0.0003324363221905,0.0149600264537444,0.0139848890142009,-0.0026096252967476,0.0127758321601188,0.0008439044602538,0.0007059581644204,0.0021439715418379,0.002805341372754,0.0005017653130505,0.0131484634825469,0.000766488999032,-0.4877417114769045,-0.6454780367746838,1.2839756177148558,-0.9507122532952615,0.1038686864983534
74,-0.0120242204290939,0.024909556,0.848599999999939,0.151400000000002,0.2238,0.7762,0.003311405325758,0.0006181113839788,-7.134588413592589e-05,0.0003318129311294,0.0150725362920793,0.0138278538660928,-0.0022155861643091,0.0126035871123161,0.000816873881177,0.0006962928698658,0.0027992567925798,0.0016534956414306,0.0005747657982173,0.0128775780118113,0.0007609484081308,-0.3084760089470174,-0.6641094577138236,1.8053229895926624,-0.9741978293378932,0.0857200655890677
75,-0.0518706745779642,-0.021534003,0.682999999999957,0.316999999999998,0.1578,0.8422,0.0020008812959155,0.0006740317712929,-0.0004264503843834,0.0003478063002409,0.0147829723089077,0.0137289892663627,-0.002511129763136,0.0124163927021042,0.0008240581028452,0.0007009392163571,0.0012314171532606,0.0002178795438324,0.0005706182969693,0.0126235204399441,0.0007526983962366,-0.7270836919293238,-0.6887483497125986,1.7251488773513688,-0.995035281049033,0.0589893795641083
76,-0.0596874509658232,-0.360164909,0.874199999999936,0.125800000000002,0.1328,0.8672,0.0001810326105487,0.000763098946607,-0.0005872342614925,0.0003563650121829,0.0123034595840611,0.0145617401648098,-0.0080577560378409,0.0141768415061964,0.0012451302864335,0.0008992094953293,8.438463804590429e-05,-0.0053537866032523,0.0007119318176564,0.0142279560480602,0.0010733806136502,-1.025669671888312,-0.8025463580958218,2.652886679544272,-0.7702034322204414,1.0741354376288392
77,0.0624726670807725,0.053598609,0.882799999999935,0.117200000000001,0.6294,0.3706,0.0019830726849462,0.0008500278644488,-0.0004282414803783,0.0003654673003016,0.0135583925209451,0.014169466066505,-0.007651816510208,0.0141083665254673,0.0013077301334194,0.0009124914212224,0.00170046666477,0.0056978890539997,0.0007932373663306,0.0141468225765964,0.0012113314115145,-0.5801909625029678,-0.5540699511648145,3.024863246927933,-0.7730687851106685,1.4849485905255144
78,-0.0223375268097357,-0.093588133,0.881399999999936,0.118600000000001,0.3468,0.6532,0.001300335375659,0.0008423040027173,-0.0004839989110809,0.000365755710955,0.0117938177725994,0.014122066286554,-0.0086376196420111,0.0140302693965685,0.0013276349710564,0.000919892887239,0.0010887133292515,-0.0015519971466241,0.0007857853753142,0.0140621045580154,0.0011702873009112,-0.7402074061082758,-0.707819744566195,2.7981571906833302,-0.776491923991749,1.329923322192802
79,0.0191727775960615,0.114975432,0.210200000000004,0.789799999999946,0.3134,0.6866,0.0014191924655592,0.0008388125684657,-0.0001564163855,0.0003659922545785,0.013306920231908,0.0140688087122932,-0.0071648661609721,0.014042992185469,0.0013335092444386,0.0009389639442852,0.0001747765949926,-0.0007490083054434,0.0004653790845575,0.0140510830849757,0.0010422559038653,-0.9787376127012428,-0.6835633284356039,0.679330131273975,-0.7701330463428946,0.9136232987835728
80,-0.0093320574239665,-0.029175286,0.651399999999961,0.348599999999994,0.2528,0.7472,0.0012020944718819,0.0008241615251889,-0.0002234159972805,0.0003639300912348,0.0128102775012902,0.0139251876391259,-0.0074465956739505,0.0138693659621918,0.0013156757254995,0.0009316716814012,0.0007051615223318,-0.0023256581352496,0.0006637248473124,0.0138834776821207,0.001105279909738,-0.8243416373643746,-0.7119554313680809,1.931342222129683,-0.78497638296655,1.0979645389368753
81,0.025170048494644,0.106001095,0.586999999999968,0.412999999999987,0.2104,0.7896,0.0016304324433658,0.0008195156167737,-5.625142207917435e-06,0.0003662918217372,0.0137082718772681,0.01387388182275,-0.0059325638824617,0.0138537415453239,0.0013344563670727,0.0009521477294672,0.0009547406605238,-0.0018001320386145,0.0006323341894235,0.0138579790596943,0.0011045741832804,-0.7483918925932364,-0.6937933883114741,1.6856796293745266,-0.7806155636263515,1.0809481434882209
82,0.0416921047263372,0.078128215,0.366599999999992,0.633399999999963,0.2022,0.7978,0.0020726323632437,0.0008279895476496,0.0005357306606989,0.0003838165481031,0.0142993609872758,0.0137843097159548,-0.0048141497652626,0.0137621838229747,0.0013530872681195,0.0009823533733387,0.0010991588248517,-0.0009493978910993,0.0005466503697368,0.0137666576785352,0.0010877900930143,-0.7020990070397062,-0.668745656731477,1.1198988989866614,-0.7853021425591604,1.0150630589823404
83,0.0036009798778007,-0.033271826,0.651799999999961,0.348199999999994,0.1686,0.8314,0.0021020490046131,0.0008120970355475,0.0005574525848719,0.0003811627389468,0.0139381649662154,0.0136967009908161,-0.0052033243304635,0.0135849018445746,0.0013328292952836,0.0009707401556051,0.0015642205312591,-0.0019760692350434,0.0006620457134711,0.0136037511806309,0.0011192691207011,-0.568841452040617,-0.6857404890609764,1.810539968368983,-0.7996955673506059,1.0996311615813366
84,0.0320394211316497,0.074417098,0.56519999999997,0.434799999999985,0.1446,0.8554,0.0025935041108647,0.0008132369099383,0.0008335923764438,0.000386436593038,0.0143294514859776,0.0136315975792158,-0.0040985828988094,0.0134831494799842,0.0013453196408003,0.0009868224452013,0.0018282944887384,-0.0014338891267692,0.00062766413215,0.013504615075133,0.0011140530999193,-0.4918128437844407,-0.6676953382960316,1.560293474340101,-0.8053493929530742,1.069243428720579
85,-0.0121454470921201,-0.128990825,0.417599999999987,0.582399999999968,0.162,0.838,0.0024168762606395,0.0008060633970907,0.0006828731227533,0.00038388256825,0.0132980955517768,0.0136802529166596,-0.0057734596572397,0.0135087065963815,0.0013507567718917,0.0009953485205816,0.0014069928331345,-0.002683867713379,0.0005601852823738,0.0135364971002665,0.0010983458318112,-0.6045321604671043,-0.689988625141855,1.1226502045754565,-0.7932561744516937,1.0075398203668589
86,-0.0412361546831406,-0.040322257,0.330199999999996,0.669799999999959,0.2492,0.7508,0.0020071179835174,0.0008162164038453,0.0001304148694489,0.0004016766150058,0.0127110354734021,0.0135616089963895,-0.0061836388042973,0.0133623279933277,0.0013548721506751,0.0010035716502511,0.0007501022377143,-0.0014750859742946,0.0005385576532805,0.0134119888192907,0.0011053434052239,-0.7812019381681302,-0.6569876670631954,0.9762203992743422,-0.8027126142109883,1.0173490781695465
87,-0.033428630201124,-0.024968365,0.787999999999946,0.212000000000004,0.1926,0.8074,0.001230722626605,0.0008252425064833,-8.99089752017845e-06,0.000404666922917,0.0123948763829169,0.0134596294162218,-0.0064204489184089,0.0131982678100217,0.0013435256635427,0.0010009124991613,0.0009679033594903,-0.0027966172653735,0.0007360804827672,0.0132486060553758,0.0011688957336574,-0.7137830166073484,-0.6813591900070788,2.1383129635004274,-0.8174261791573794,1.2004654700279105
88,0.0358163658369275,0.076191957,0.856199999999938,0.143800000000002,0.1496,0.8504,0.0020349306924326,0.0008332207289409,9.167044199832892e-05,0.0004071259939365,0.0128079776260377,0.0133986591209617,-0.0053379023752461,0.0131135786023759,0.0013681695477504,0.0010170202318127,0.00175548986842,-0.002623278727054,0.0007719483060472,0.0131562266479563,0.0011936132227977,-0.4885124809380348,-0.6718068720192164,2.2728975692481934,-0.8223273698039563,1.2592124406196668
89,-0.0488795444129462,-0.105241668,0.836199999999941,0.163800000000003,0.1502,0.8498,0.0009043632115092,0.0008710029404879,-6.456526650735579e-05,0.0004134537591055,0.0120454695940327,0.0134015466865627,-0.0066292007585479,0.0130714181775475,0.0014269578672323,0.0010509168748893,0.00074565272681,-0.0038242652715902,0.0007960563845774,0.0131210034796015,0.0012363802923128,-0.767259979778901,-0.6935619648224084,2.327214986183764,-0.8194403195299061,1.370413502178518
90,-0.0476132137081855,-0.055523823,0.920399999999931,0.0796000000000002,0.1838,0.8162,-0.0002531707791094,0.0009050433823711,-0.000138169699179,0.0004163081139762,0.0115155799314087,0.013331973008761,-0.0072287535205115,0.0129400900444342,0.0014429264385474,0.0010606487030021,-0.0002440166931469,-0.0037835450320485,0.0008661400550068,0.0130121181332774,0.0012717042407966,-1.0357308776172591,-0.686959891517066,2.6117127615149767,-0.8267905233182082,1.4545537285862298
91,-0.0295699740332598,0.020221485,0.910999999999932,0.0890000000000005,0.1628,0.8372,-0.0009294976675886,0.0009035347189295,-0.0001890217648766,0.0004170829018434,0.011575635411666,0.0132405250015976,-0.0068877830771367,0.0127885994452516,0.0014043888941037,0.0010465899874991,-0.0008635953122471,-0.0038819385471596,0.0008602405072087,0.0128621729258247,0.001238692220455,-1.1950201756674008,-0.6836751692369472,2.4747657792734623,-0.8397624285530559,1.3314983815418395
92,0.0149588119459185,0.004506229,0.907399999999933,0.0926000000000006,0.1386,0.8614,-0.0005726099061607,0.00088878223765,-0.0001618396528138,0.0004167454764224,0.0115343603797074,0.0131635097159286,-0.006744000049542,0.0126288354681822,0.0013847214514452,0.0010395732721474,-0.0005345725807007,-0.004210619294048,0.0008450716335602,0.0127029413189198,0.0012200857699201,-1.0888246228173724,-0.6857648234365274,2.3078268879086186,-0.853906162032647,1.256114940232547
93,-0.0156702526330399,-0.026885929,0.768399999999948,0.231600000000005,0.1278,0.8722,-0.000854427680273,0.0008763672865667,-0.0002311316070189,0.0004159532546922,0.0113286288141419,0.0131008841745761,-0.0069981144201731,0.0124745614799697,0.0013697775707675,0.0010331108378109,-0.0007100723097073,-0.0046559566348276,0.0007697353967845,0.0125546055203404,0.0011839712008487,-1.1244207508943616,-0.6905828432131038,1.8611736425482543,-0.8664226635926374,1.131010221711573
94,0.0462689106466456,0.00362742,0.700199999999956,0.2998,0.1314,0.8686,-6.628474780152614e-05,0.0008982287056469,3.626584473401538e-05,0.000425923816223,0.0112864611819151,0.0130294738195755,-0.0068662704843233,0.012321157944748,0.0013590490188623,0.0010266583684438,-3.5540080159367874e-05,-0.0044810015433795,0.0007566316997975,0.0124142306507003,0.0011648664008877,-0.9249738637577316,-0.681160786576038,1.75307022551228,-0.8777366729064812,1.0602096679940778
95,0.0387594215396678,0.109926967,0.889799999999935,0.110200000000001,0.1294,0.8706,0.0007417403593108,0.000910254369142,0.0001179443165032,0.0004281815950096,0.011815489649668,0.0130114979488272,-0.0054315807374556,0.0123353083955567,0.0014063869028423,0.0010543213971708,0.0006729980353933,-0.0031998098293618,0.0008571299494325,0.0124228073237499,0.0012337339788609,-0.7192577286620396,-0.6463684741657391,2.2016635458720324,-0.8684140266913133,1.2539418982200836
96,-0.0340274337345718,0.037602099,0.889999999999935,0.110000000000001,0.1552,0.8448,3.273440344981077e-05,0.0009158415084798,4.620347827155892e-05,0.000429726439231,0.0119803023868201,0.0129325589572658,-0.0049246625747475,0.0122115613776479,0.0013621286646959,0.0010354338379521,3.421600168020099e-05,-0.0023010120127122,0.0008623688508623,0.0123234602020045,0.0012061645544083,-0.8915165356400504,-0.6207951918131459,2.160938108122912,-0.8742468243240846,1.1553647113290415
97,0.0573043877653845,-0.241342806,0.926399999999931,0.0736000000000001,0.1266,0.8734,0.0012231044540763,0.0009635635628251,0.000126583316061,0.0004337191259082,0.0106664246062386,0.0131965926765008,-0.0077692049474396,0.0127290439802384,0.0011395568569027,0.0009247650074506,0.0011424004983182,-0.0054352542459439,0.0009245670122679,0.0127882356451852,0.001037852916187,-0.5737495170178645,-0.6892128648987053,2.382591684610468,-0.8019587877053707,0.6373682660734097
98,-0.0069336562381945,-0.020165243,0.0599999999999997,0.939999999999929,0.516,0.484,0.0012121389535198,0.0009623575236767,2.2288233256501435e-06,0.0004269423862354,0.0100281492670309,0.012942669301692,-0.0078513082500479,0.0126457460774234,0.0011322448278616,0.0009159584686244,7.48234311372986e-05,0.0013744918287647,0.0004590672944818,0.0127989584611459,0.0009782489400846,-0.8692454573595221,-0.5252182118565935,0.1290212886186328,-0.7937770297430371,0.4522286762305163
99,0.0152115382490887,-0.001337291,0.84019999999994,0.159800000000003,0.2958,0.7042,0.0014708123955834,0.000948129954899,4.76336485443589e-05,0.000426356336268,0.0098948517280361,0.0127923707302672,-0.0077891337702164,0.0125254470942167,0.0011152182531433,0.0009101790960054,0.0012433884318064,-0.0025582108598333,0.0008647505306417,0.0126044031057604,0.0010266413372596,-0.5332880490305167,-0.6139973098032623,2.046274445184885,-0.814352057348965,0.5967821355079684
100,0.0112574285322378,0.041615438,0.666199999999959,0.333799999999996,0.209,0.791,0.0016121248047195,0.0009358025725033,0.0001171040662431,0.0004244880028178,0.0101555517882343,0.0126954364423641,-0.0072650756198846,0.0124181998598802,0.0011072253951737,0.0009066309844057,0.001113086882216,-0.0036241644915877,0.0007651257691422,0.0124761423056193,0.0009944110985577,-0.566736214381664,-0.6348240402291694,1.5429141577018883,-0.8254893319747061,0.494357654428028
101,-0.0343073113576189,-0.003746598,0.438999999999984,0.560999999999971,0.1628,0.8372,0.001273573584471,0.0009390283108208,-0.0002377463845349,0.0004322019368703,0.0100671179324028,0.0126159002882833,-0.0072260121158244,0.012280464103629,0.0010975034403455,0.0008972904651929,0.0004257230818586,-0.004410690543973,0.0006546987150345,0.0123350731144907,0.0009575345494162,-0.7577409815160031,-0.6489586908642947,1.0083409213010104,-0.8383412425623167,0.3781207471452931
102,-0.021067303916567,-0.053983585,0.825799999999942,0.174200000000003,0.17,0.83,0.0008843734848909,0.0009312131074083,-0.000304205756631,0.0004322028436812,0.0096444690161938,0.0125595445591159,-0.0077350652485978,0.0121703087421576,0.0010965894709983,0.0008981669011027,0.0006773229810177,-0.0047805444235832,0.0008442855194669,0.0122364788310405,0.0009969614986536,-0.6805758215364458,-0.6531937339677113,1.8658193661307712,-0.8451566698923276,0.4975802141891333
103,-0.00195916980039,0.01877467,0.846999999999939,0.153000000000002,0.1674,0.8326,0.0008344563630364,0.0009150055304339,-0.0003088305538689,0.0004310026852621,0.009703411702509,0.0124789974253675,-0.0074486754361423,0.0120463406349062,0.0010805333513733,0.0008911532632719,0.0006595334647498,-0.004577416049132,0.0008409530951225,0.0121187673816294,0.0009872068439568,-0.6808262988931287,-0.6438793269936831,1.8111391835556512,-0.854630861666511,0.4644083813243018
104,-0.0013846558087244,-0.016683357,0.671999999999959,0.327999999999997,0.1512,0.8488,0.0008039740529847,0.0009025034876418,-0.0003152372520227,0.0004284428521096,0.0095504414084366,0.0124106667389437,-0.007549272696763,0.011916033656272,0.0010689523787447,0.000883383613761,0.0004368727449422,-0.0049637959240568,0.0007470115991872,0.0119908221783719,0.0009597637174282,-0.7395567321840276,-0.6487006911124787,1.356865864032191,-0.8654823664005484,0.3764158088165094
105,0.01437208853344,0.03292587,0.459599999999982,0.540399999999973,0.1606,0.8394,0.0009302550144684,0.0008958011677207,-0.0001725331509909,0.0004263556189042,0.0096934981050224,0.0123380374967272,-0.0071178900463698,0.0118063071710953,0.0010644290230397,0.0008796863702037,0.0003343082898541,-0.0044179811092562,0.0006421127931402,0.0118917030613917,0.0009369750668481,-0.7634243730130722,-0.6313241723220305,0.8655585809828084,-0.8722114062845971,0.3031892152525633
106,0.0263526188935952,0.147650125,0.765599999999948,0.234400000000005,0.1558,0.8442,0.0013183827072795,0.0008918412943473,-6.121462959469924e-05,0.0004275066744869,0.010507719080643,0.0123768825367817,-0.0054765389492627,0.0119324331324975,0.0010981618200607,0.0009045728218971,0.0009950050915161,-0.0029861915482033,0.0007830012594519,0.0120016783496849,0.000993759273351,-0.5683340283502533,-0.5929372863067742,1.4930409032070944,-0.8495466352861983,0.4797195412184568
107,-0.0066435207582014,0.117123147,0.290200000000001,0.709799999999954,0.1862,0.8138,0.00127257220337,0.0008870725361049,-0.0001438149317371,0.000422678839574,0.0112544762533253,0.0123692504037118,-0.0042358452511739,0.0119622477180566,0.0010853725120286,0.0008858840225541,0.0002672206148709,-0.0013515473870361,0.0005574458903072,0.0120380316181255,0.0009334021807469,-0.7741544632751919,-0.5499660185262844,0.4547826262188688,-0.8376233754829161,0.286962151200334
108,0.0243572600643898,0.015678473,0.184000000000003,0.815999999999943,0.202,0.798,0.0013564816987657,0.0008857781396796,0.0002046205097455,0.0004250834618836,0.0112878387315911,0.0122761172407572,-0.0040401693090403,0.0118485664267656,0.0010815062814524,0.0008796595657504,0.0004165629685252,-0.0009439116848327,0.000509851282598,0.0119349316911919,0.0009186159818808,-0.7254740095010316,-0.5368418441232827,0.2342766281078389,-0.8455882743613435,0.2387249609091553
109,0.0160645833875801,0.023093128,0.178800000000003,0.821199999999942,0.159,0.841,0.0014082497880488,0.0008834191977253,0.0004284032719229,0.0004225846770316,0.0113575006723473,0.0122044945134349,-0.0037620740919675,0.0117345961295101,0.0010781818384254,0.0008733024838426,0.0006035998290061,-0.0013580617044414,0.0005049818893316,0.0118093099725541,0.0009079066068316,-0.6664134478325472,-0.5437002959624939,0.210725666686218,-0.8566964759062611,0.2035108025889389
110,-0.0111877562907736,-0.084787417,0.855599999999938,0.144400000000002,0.1458,0.8542,0.0011996144314154,0.0008713710284657,0.0003996538513964,0.0004218719321788,0.0108400582565963,0.0121882928456442,-0.0045968650188133,0.0116806388397748,0.0010772327498813,0.0008738387817655,0.0010841001236605,-0.0023461616052585,0.0008064633589618,0.0117546547938305,0.000975678141601,-0.5227032591308631,-0.5644840027691633,1.5865483898216977,-0.8576968144084152,0.4189371578303948
111,-0.0027834777484265,0.129141849,0.127000000000002,0.872999999999936,0.1674,0.8326,0.0011898456160101,0.0008692727440247,0.0003527273652395,0.0004157997665,0.0115665816429698,0.0121988624145927,-0.0032671724006457,0.0117405677834867,0.001071086236441,0.0008586900925003,0.0004590413830873,-0.0007840019737444,0.0004733908346456,0.0118172863047338,0.0008899548048883,-0.7015635221520058,-0.5231221089974273,0.048593002053286,-0.842153745217509,0.1419135353618796
112,-0.0270977658156522,-0.06225281,0.102200000000001,0.897799999999934,0.8298,0.1702,0.0011341259248433,0.0008691335611465,-5.723502006946315e-05,0.0004206755600277,0.0093857453005696,0.011994705030619,-0.0033868138764705,0.0117237970239569,0.0010823252742591,0.0008661161872793,6.452206850062615e-05,0.0072118557286373,0.000466507967742,0.0119485964878851,0.0009668696218118,-0.8116527871675225,-0.3245748065922841,0.0165970065883775,-0.8171326983819664,0.3889979591777925
113,0.0188635514127924,-0.035994815,0.260600000000004,0.739399999999951,0.1646,0.8354,0.0012227302121441,0.000866353045844,0.0001726569438916,0.0004198611403878,0.0091213575902182,0.0119367518910693,-0.0037082482111946,0.0116186073594417,0.0010734270492459,0.0008491896803767,0.0004463060375981,-0.001596495096282,0.0005362169309496,0.0116709739493476,0.0008968625449982,-0.6944889911993292,-0.5393205681596674,0.3396891654534951,-0.8505559020375776,0.1606829563225943
114,-0.0465606929463611,-0.098652232,0.847199999999939,0.152800000000002,0.1582,0.8418,0.0004588071571422,0.0008884217681836,5.5608316126684455e-05,0.0004242659277576,0.0085212413712743,0.0119346009553126,-0.0046420558125441,0.0115921216711408,0.0011140829611304,0.0008738946847184,0.000397198374235,-0.002559622198064,0.0008174987557664,0.0116463018938967,0.0009946373312706,-0.7043490434642785,-0.5599759478900633,1.628525845895003,-0.847659743037497,0.4773545484075457
115,0.0141550774403498,0.250483097,0.256200000000004,0.743799999999951,0.1834,0.8166,0.0005247053112074,0.0008850454372903,0.0002254374233954,0.0004215212728453,0.0100731576452847,0.0122311498572137,-0.0022309306359156,0.012091892530039,0.001126216644014,0.0009015692691333,0.0003021098562528,2.563915485653497e-05,0.000540276163776,0.0121174323238428,0.000950946762132,-0.7276411332122457,-0.492970154800016,0.3399219893624569,-0.7742262161889786,0.3326025596254554
116,0.0137813154681421,0.001845732,0.641599999999962,0.358399999999993,0.479,0.521,0.0006825343984383,0.0008765757295883,0.0003036606134755,0.0004201431807229,0.0099376054224784,0.0120307305287884,-0.0022064969603022,0.0120195181954037,0.0011115280899466,0.0008961994725619,0.0005467460339076,0.0036105280810497,0.0007129903040749,0.0120248889030949,0.0010168480968825,-0.6510093849974024,-0.4014510778880077,1.133499876325991,-0.7821282734489015,0.5462967173682012
117,0.0342397140319459,0.049755034,0.443399999999984,0.556599999999971,0.2536,0.7464,0.000956384344871,0.000878536899464,0.0006050790343952,0.0004265495874382,0.0102819218800278,0.0119402874657097,-0.001764125896981,0.0119399814063229,0.0011165463804884,0.0009021847523981,0.0007608478090601,0.0012907518192684,0.0006269607615904,0.0119400590229833,0.0009768897797875,-0.5839387513328798,-0.4572161841343896,0.728288655410651,-0.7888988373101375,0.4123983887764794
118,-0.0010445257036781,-0.003024976,0.524599999999975,0.47539999999998,0.8038,0.1962,0.0009372499691265,0.0008701735147321,0.0005926590195638,0.0004233583930561,0.0099269311225929,0.0116263518530199,-0.0017669411977594,0.0119133246504921,0.0010993706703414,0.0008982404247979,0.0007734314317043,0.0076325933733397,0.0006577576058872,0.0116826559158839,0.0010318311338878,-0.576911722587373,-0.2963826420667484,0.8654400755805344,-0.8203725312581052,0.5909232610832706
119,0.007914990273818,0.093923421,0.345999999999995,0.653999999999961,0.1632,0.8368,0.0009809839267859,0.0008650228327652,0.0006677235949792,0.0004195623650298,0.0103794404528187,0.0116015223248582,-0.0008642568860981,0.0118865049868106,0.00109668948483,0.0008959708601546,0.0007761116697842,0.0009707145196131,0.0005736916868662,0.0118399958163799,0.0009470738219969,-0.5728992823450145,-0.462192740323633,0.4705421545401181,-0.7920538610458263,0.3080806374948749
120,-0.0009962610928688,-0.119140643,0.807199999999944,0.192800000000003,0.171,0.829,0.0009524891528673,0.0008526122134537,0.0006627099480512,0.0004183065257223,0.0096524396430175,0.0116300352450583,-0.0019593694685062,0.0119047753760855,0.0010869998702717,0.0008912276540202,0.0008966197221787,2.624988956435306e-05,0.000768878076859,0.0118577948136798,0.0009869798449887,-0.5338641128492037,-0.4836219449394116,1.3681122270549848,-0.7841446154734307,0.4389094896089452
